pct,org_code,org_name,org_type,chem_sub,bnf_name,quantity_per_item,jan_2020_items,jan_2021_items
NKI,NKI,TURNING POINT,INDEP SECTOR,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,11.0,29,33
01E,01E,NHS GREATER PRESTON CCG,CCG,Buprenorph hydrochloride/naloxone hydrochloride,Suboxone 8mg/2mg sublingual tablets,11.0,1,0
01J,01J,NHS KNOWSLEY CCG,CCG,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,11.0,0,1
DLA,DLA,CRANSTOUN,INDEP SECTOR,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,11.0,0,3
DNE,DNE,COMPASS,INDEP SECTOR,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,11.0,7,0
211,211,KIRKLEES COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Espranor 2mg oral lyophilisates,11.0,1,0
01H,01H,NHS NORTH CUMBRIA CCG,CCG,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,11.0,2,0
02Y,02Y,NHS EAST RIDING OF YORKSHIRE CCG,CCG,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,11.0,0,1
93C,93C,NHS NORTH CENTRAL LONDON CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,11.0,1,0
01F,01F,NHS HALTON CCG,CCG,Buprenorphine hydrochloride,Espranor 2mg oral lyophilisates,11.0,0,1
AKV,AKV,SWANSWELL CHARITABLE TRUST,INDEP SECTOR,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,11.0,3,0
01X,01X,NHS ST HELENS CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,11.0,0,2
03N,03N,NHS SHEFFIELD CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,11.0,3,1
RXM,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,TRUST,Buprenorphine hydrochloride,Subutex 0.4mg sublingual tablets,11.0,0,1
05A,B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,CCG,Buprenorphine hydrochloride,Espranor 2mg oral lyophilisates,11.0,0,1
RXE,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,TRUST,Buprenorphine hydrochloride,Subutex 2mg sublingual tablets,11.0,1,0
01J,01J,NHS KNOWSLEY CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,11.0,1,1
01G,01G,NHS SALFORD CCG,CCG,Buprenorphine hydrochloride,Subutex 2mg sublingual tablets,11.0,1,0
116,116,DURHAM COUNTY COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,11.0,6,9
704,704,LONDON BOROUGH OF HACKNEY,LOCAL AUTH,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,11.0,1,0
15N,15N,NHS DEVON CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,11.0,7,0
00T,00T,NHS BOLTON CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,11.0,3,0
72Q,72Q,NHS SOUTH EAST LONDON CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,11.0,6,1
AKQ,AKQ,DELPHI MEDICAL LTD,INDEP SECTOR,Buprenorphine hydrochloride,Espranor 2mg oral lyophilisates,11.0,1,0
305,305,BURY METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,11.0,0,1
AKQ,AKQ,DELPHI MEDICAL LTD,INDEP SECTOR,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,11.0,9,7
NL1,NL1,SPECTRUM COMMUNITY HEALTH - CIC,INDEP SECTOR,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,11.0,4,3
03N,03N,NHS SHEFFIELD CCG,CCG,Buprenorph hydrochloride/naloxone hydrochloride,Suboxone 8mg/2mg sublingual tablets,11.0,0,2
91Q,91Q,NHS KENT AND MEDWAY CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,11.0,2,0
310,310,STOCKPORT METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,11.0,6,0
01K,01K,NHS MORECAMBE BAY CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,11.0,2,0
15C,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,11.0,28,13
313,313,WIGAN METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,11.0,1,0
RXE,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,TRUST,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,11.0,1,0
00Q,00Q,NHS BLACKBURN WITH DARWEN CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,11.0,1,0
05C,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,CCG,Naltrexone hydrochloride,Naltrexone 50mg tablets,11.0,1,0
106,106,GATESHEAD METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,11.0,2,7
02X,02X,NHS DONCASTER CCG,CCG,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,11.0,0,1
03N,03N,NHS SHEFFIELD CCG,CCG,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,11.0,0,1
03F,03F,NHS HULL CCG,CCG,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,11.0,9,4
DMH,DMH,FRAMEWORK,INDEP SECTOR,Buprenorphine hydrochloride,Subutex 2mg sublingual tablets,11.0,1,0
10Q,10Q,NHS OXFORDSHIRE CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,11.0,1,2
116,116,DURHAM COUNTY COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,11.0,1,3
10X,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",CCG,Buprenorphine hydrochloride,Subutex 0.4mg sublingual tablets,11.0,4,0
NI3,NI3,WE ARE WITH YOU,INDEP SECTOR,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,11.0,4,8
15C,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",CCG,Buprenorphine hydrochloride,Subutex 2mg sublingual tablets,11.0,1,1
305,305,BURY METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,5,5
DWA,DWA,EDP DRUG AND ALCOHOL SERVICES,INDEP SECTOR,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,12.0,1,0
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,53,41
14L,14L,NHS MANCHESTER CCG,CCG,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,12.0,1,0
72Q,72Q,NHS SOUTH EAST LONDON CCG,CCG,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,12.0,21,14
01J,01J,NHS KNOWSLEY CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,12.0,3,1
11X,11X,NHS SOMERSET CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,12.0,1,0
03F,03F,NHS HULL CCG,CCG,Buprenorphine hydrochloride,Espranor 2mg oral lyophilisates,12.0,5,5
14L,14L,NHS MANCHESTER CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,12.0,1,1
71E,71E,NHS LINCOLNSHIRE CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,17,13
01J,01J,NHS KNOWSLEY CCG,CCG,Buprenorphine hydrochloride,Espranor 2mg oral lyophilisates,12.0,0,1
216,216,NORTH EAST LINCOLNSHIRE COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Espranor 2mg oral lyophilisates,12.0,0,4
00T,00T,NHS BOLTON CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,3,0
NI3,NI3,WE ARE WITH YOU,INDEP SECTOR,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,12.0,1,0
03N,03N,NHS SHEFFIELD CCG,CCG,Buprenorphine hydrochloride,Espranor 2mg oral lyophilisates,12.0,0,1
03N,03N,NHS SHEFFIELD CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,26,28
07K,07K,NHS WEST SUFFOLK CCG,CCG,Buprenorphine hydrochloride,Subutex 0.4mg sublingual tablets,12.0,0,1
01H,01H,NHS NORTH CUMBRIA CCG,CCG,Buprenorph hydrochloride/naloxone hydrochloride,Suboxone 8mg/2mg sublingual tablets,12.0,1,1
01H,01H,NHS NORTH CUMBRIA CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,12.0,1,0
05C,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,CCG,Buprenorphine hydrochloride,Espranor 2mg oral lyophilisates,12.0,4,3
06L,06L,NHS IPSWICH AND EAST SUFFOLK CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,0,1
15M,15M,NHS DERBY AND DERBYSHIRE CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,12.0,1,0
08Y,W2U3Z,NHS NORTH WEST LONDON CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,12.0,5,0
15D,D4U1Y,NHS FRIMLEY CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,1,1
01G,01G,NHS SALFORD CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,12.0,1,0
92G,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",CCG,Buprenorphine hydrochloride,Subutex 2mg sublingual tablets,12.0,0,2
110,110,SUNDERLAND CITY COUNCIL,LOCAL AUTH,Buprenorph hydrochloride/naloxone hydrochloride,Suboxone 8mg/2mg sublingual tablets,12.0,0,1
05N,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,0,1
305,305,BURY METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,12.0,1,0
09D,09D,NHS BRIGHTON AND HOVE CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,12.0,0,1
02Y,02Y,NHS EAST RIDING OF YORKSHIRE CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,12.0,1,1
RA9,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,TRUST,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,0,2
01J,01J,NHS KNOWSLEY CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,7,2
DLA,DLA,CRANSTOUN,INDEP SECTOR,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,12.0,2,2
15E,15E,NHS BIRMINGHAM AND SOLIHULL CCG,CCG,Buprenorphine hydrochloride,Espranor 2mg oral lyophilisates,12.0,5,6
112,112,MIDDLESBROUGH BOROUGH COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,12.0,8,7
05Y,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,CCG,Buprenorphine hydrochloride,Subutex 0.4mg sublingual tablets,12.0,1,0
92G,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",CCG,Buprenorphine hydrochloride,Espranor 2mg oral lyophilisates,12.0,11,7
92G,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,12.0,4,3
106,106,GATESHEAD METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,12.0,3,5
216,216,NORTH EAST LINCOLNSHIRE COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,12.0,0,5
313,313,WIGAN METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,5,5
AKV,AKV,SWANSWELL CHARITABLE TRUST,INDEP SECTOR,Buprenorphine hydrochloride,Espranor 2mg oral lyophilisates,12.0,3,0
RLY,RLY,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,TRUST,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,11,10
01H,01H,NHS NORTH CUMBRIA CCG,CCG,Buprenorph hydrochloride/naloxone hydrochloride,Suboxone 2mg/500microgram sublingual tablets,12.0,1,0
03H,03H,NHS NORTH EAST LINCOLNSHIRE CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,0,1
RA9,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,TRUST,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,12.0,2,0
71E,71E,NHS LINCOLNSHIRE CCG,CCG,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,12.0,1,0
99A,99A,NHS LIVERPOOL CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,12.0,11,4
NKI,NKI,TURNING POINT,INDEP SECTOR,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,12.0,61,62
11N,11N,NHS KERNOW CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,12.0,1,0
05C,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,CCG,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,12.0,6,17
06H,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,12.0,2,0
15M,15M,NHS DERBY AND DERBYSHIRE CCG,CCG,Buprenorphine hydrochloride,Subutex 2mg sublingual tablets,12.0,0,1
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,12.0,540,509
72Q,72Q,NHS SOUTH EAST LONDON CCG,CCG,Buprenorphine hydrochloride,Subutex 2mg sublingual tablets,12.0,2,1
15N,15N,NHS DEVON CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,7,2
11X,11X,NHS SOMERSET CCG,CCG,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,12.0,1,0
09A,W2U3Z,NHS NORTH WEST LONDON CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,1,3
NI3,NI3,WE ARE WITH YOU,INDEP SECTOR,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,12.0,1,20
AKV,AKV,SWANSWELL CHARITABLE TRUST,INDEP SECTOR,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,12.0,4,0
15N,15N,NHS DEVON CCG,CCG,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,12.0,1,3
10Q,10Q,NHS OXFORDSHIRE CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,1,1
DLA,DLA,CRANSTOUN,INDEP SECTOR,Buprenorphine hydrochloride,Subutex 0.4mg sublingual tablets,12.0,1,0
03R,03R,NHS WAKEFIELD CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,0,1
NL1,NL1,SPECTRUM COMMUNITY HEALTH - CIC,INDEP SECTOR,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,12.0,8,4
AJ6,AJ6,HUMANKIND,INDEP SECTOR,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,7,15
92G,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",CCG,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,12.0,0,2
DEC,DEC,THE SOCIETY OF ST JAMES,INDEP SECTOR,Buprenorphine hydrochloride,Subutex 2mg sublingual tablets,12.0,4,0
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Buprenorphine hydrochloride,Buprenorphine 8mg oral lyophilisates sugar free,12.0,1,0
322,322,WARRINGTON BOROUGH COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,12.0,1,1
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,12.0,3,4
RXM,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution,12.0,0,1
13T,13T,NHS NEWCASTLE GATESHEAD CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,12.0,0,2
91Q,91Q,NHS KENT AND MEDWAY CCG,CCG,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,12.0,2,0
AKV,AKV,SWANSWELL CHARITABLE TRUST,INDEP SECTOR,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,12.0,7,0
05Y,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,1,0
02Y,02Y,NHS EAST RIDING OF YORKSHIRE CCG,CCG,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,12.0,0,1
15N,15N,NHS DEVON CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,12.0,4,0
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Buprenorphine hydrochloride,Subutex 0.4mg sublingual tablets,12.0,1,0
212,212,LEEDS CITY COUNCIL,LOCAL AUTH,Buprenorph hydrochloride/naloxone hydrochloride,Buprenorphine 8mg / Naloxone 2mg sublingual tab sugar free,12.0,1,0
06H,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,CCG,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,12.0,1,0
DWA,DWA,EDP DRUG AND ALCOHOL SERVICES,INDEP SECTOR,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,12.0,9,1
313,313,WIGAN METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,12.0,3,0
ARG,ARG,WESTMINISTER DRUG PROJECT,INDEP SECTOR,Buprenorphine hydrochloride,Espranor 2mg oral lyophilisates,12.0,21,13
322,322,WARRINGTON BOROUGH COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,12.0,8,14
RXM,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,TRUST,Buprenorphine hydrochloride,Subutex 0.4mg sublingual tablets,12.0,0,3
RLY,RLY,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,TRUST,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,12.0,7,1
RX4,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",TRUST,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,12.0,1,1
72Q,72Q,NHS SOUTH EAST LONDON CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,12,8
14T,14T,SOUTH WEST - H&J COMMISSIONING HUB,CCG,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,12.0,1,1
310,310,STOCKPORT METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,0,1
02Y,02Y,NHS EAST RIDING OF YORKSHIRE CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,7,7
NKI,NKI,TURNING POINT,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,12.0,1,1
10Q,10Q,NHS OXFORDSHIRE CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,12.0,1,0
08M,A3A8R,NHS NORTH EAST LONDON CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,0,1
71E,71E,NHS LINCOLNSHIRE CCG,CCG,Buprenorphine hydrochloride,Espranor 2mg oral lyophilisates,12.0,0,1
DG3,DG3,THE FORWARD TRUST,INDEP SECTOR,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,15,28
305,305,BURY METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,12.0,1,0
01F,01F,NHS HALTON CCG,CCG,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,12.0,8,6
14L,14L,NHS MANCHESTER CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,12.0,1,0
NI3,117,DARLINGTON BOROUGH COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,0,2
NKI,NKI,TURNING POINT,INDEP SECTOR,Buprenorphine hydrochloride,Subutex 2mg sublingual tablets,12.0,0,1
05L,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,CCG,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,12.0,1,0
15D,D4U1Y,NHS FRIMLEY CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,12.0,1,1
01Y,01Y,NHS TAMESIDE AND GLOSSOP CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,0,1
216,216,NORTH EAST LINCOLNSHIRE COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,2,2
07K,07K,NHS WEST SUFFOLK CCG,CCG,Buprenorphine hydrochloride,Subutex 2mg sublingual tablets,12.0,0,1
10Q,10Q,NHS OXFORDSHIRE CCG,CCG,Buprenorph hydrochloride/naloxone hydrochloride,Buprenorphine 8mg / Naloxone 2mg sublingual tab sugar free,12.0,1,0
00X,00X,NHS CHORLEY AND SOUTH RIBBLE CCG,CCG,Buprenorph hydrochloride/naloxone hydrochloride,Suboxone 8mg/2mg sublingual tablets,12.0,1,0
RXM,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,TRUST,Buprenorphine hydrochloride,Subutex 2mg sublingual tablets,12.0,4,4
NI3,NI3,WE ARE WITH YOU,INDEP SECTOR,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,12.0,14,7
212,212,LEEDS CITY COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,27,16
02P,02P,NHS BARNSLEY CCG,CCG,Buprenorph hydrochloride/naloxone hydrochloride,Buprenorphine 8mg / Naloxone 2mg sublingual tab sugar free,12.0,1,0
NKI,NKI,TURNING POINT,INDEP SECTOR,Buprenorphine hydrochloride,Espranor 2mg oral lyophilisates,12.0,32,26
218,218,NORTH YORKSHIRE COUNTY COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,12.0,3,0
03N,03N,NHS SHEFFIELD CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,12.0,16,16
01X,01X,NHS ST HELENS CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,12.0,2,0
05Y,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,CCG,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,12.0,18,10
NI3,NI3,WE ARE WITH YOU,INDEP SECTOR,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,40,11
91Q,91Q,NHS KENT AND MEDWAY CCG,CCG,Buprenorphine hydrochloride,Espranor 2mg oral lyophilisates,12.0,1,0
310,310,STOCKPORT METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Subutex 2mg sublingual tablets,12.0,4,0
00X,00X,NHS CHORLEY AND SOUTH RIBBLE CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,1,0
DLA,DLA,CRANSTOUN,INDEP SECTOR,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,0,1
DLA,DLA,CRANSTOUN,INDEP SECTOR,Buprenorphine hydrochloride,Subutex 2mg sublingual tablets,12.0,2,0
10X,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",CCG,Buprenorph hydrochloride/naloxone hydrochloride,Buprenorphine 2mg / Naloxone 500microgram SL tab sugar free,12.0,1,0
704,704,LONDON BOROUGH OF HACKNEY,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,9,0
218,218,NORTH YORKSHIRE COUNTY COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,12,5
DWA,DWA,EDP DRUG AND ALCOHOL SERVICES,INDEP SECTOR,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,12.0,0,4
NKI,NKI,TURNING POINT,INDEP SECTOR,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,12.0,0,1
01J,01J,NHS KNOWSLEY CCG,CCG,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,12.0,0,4
RXM,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,TRUST,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,14,2
704,704,LONDON BOROUGH OF HACKNEY,LOCAL AUTH,Buprenorphine hydrochloride,Subutex 8mg sublingual tablets,12.0,1,0
15C,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,12.0,26,19
211,211,KIRKLEES COUNCIL,LOCAL AUTH,Buprenorphine hydrochloride,Espranor 8mg oral lyophilisates,12.0,15,23
52R,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,CCG,Naltrexone hydrochloride,Naltrexone 50mg tablets,12.0,1,2
14T,14T,SOUTH WEST - H&J COMMISSIONING HUB,CCG,Buprenorphine hydrochloride,Buprenorphine 8mg sublingual tablets sugar free,12.0,0,1
